2353,"Rabbi Chaplain Henry Tavel, US Armed Forces, WII"
2222,Boston Public Library
361,Camillo Jagel
2498,Vincenzo Conti
2357,Rascov's library
2226,"אבן וירגא, שלמה בן יהודה שלמה"
916,Refael
3701,Zalman Berlin
3195,Kasal Majore
1923,Judah b. Eliezer
2227,Shlomo ben Yehuda ibn Verga
1924,"Sa'adon, Eliezer"
956,Avraham Haim ben Naftali Hirsh Shor
1925,"Castillo, Abraham"
920,Judah ben Samuel He-Ḥasid of Regensburg
2360,מנחם מנדל בן אברהם
1926,Abraham Trattner
2361,"נחום, אליעזר בן יעקב"
4461,יצחק מנחם לוי
5313,William H. Scheide Library (Princeton University)
2365,Bishop Charles de Pradel of Monpellier (Caroli de Pradel episcop. Montispullanis)
924,Yakutiel Zelikson
925,Russian State Library
4701,Unknown Jew
926,Rabbi Lurie
4990,"Jaffe, Israel ben Aaron"
927,Rabbi Lurie
928,Russian State Library
929,Rabbi Lurie
930,Rabbi Lurie
931,Russian State Library
933,Russian State Library
934,"Horowitz, Yeshayahu ben Avraham"
935,Eliezer ben Zeev Eliyansky 
936,Russian State Library
937, Rabbi Shapiro
938,Rabbi Shapira
939,Rabbi Shapira
940,Russian State Library
941,Yerocham ben Meshulam 
942,Rabbi Nechamkin
943,Rabbi Nechamkin
944,Rabbi Lurie
945,Rabbi Lurie
946,Rabbi Lurie
947,Rabbi Lurie
948,Rabbi Lurie
949,Russian State Library
950,David Lopitsky
952,Shmuel Schneerson (Fourth Lubavicher Rebbe)
953,Meir Shapira (Rabbi of Kovno)
954,Kals L. Werszwowski
957,Rabbi Nechamkin
958,Russian State Library
959,Shmuel ben Yehoshua Zelig
962, Yechezkel ben Yehuda Landau
963,Eliezer Yeruham Elyashar
964,Menasseh Ben Israel 
966,"‫  איסרלש, משה בן ישראל "
968,Russian State Library
971,Rabbi Shmuskov
975,"פרענקיל, יחזקאל"
977,"טראני, יוסף בן משה"
978,"טראני, יוסף בן משה"
980,דוד הכהן
981,Rabbi Moishe Gersh Stetsker 
983,אריה ליב בן יוסף הכהן
988,שלמה בן אברהם אבן אדרת
3702,Mordekhai b. Shemu'el Segal Horovits
1134,"‫  ליפשיץ, שלמה זלמן בן יצחק איציק"
985,לוריא שלמה
4321,"איסרלין, ישראל בן פתחיה"
2637,"Biblioteca Queriniana, Brescia"
990,משה זאב בן אליעזר
1993,Wolf
2358,Rascov's library
2202,"חזן, שלמה בן יוסף"
992,שמואל די אוזידה
